115964116992,METHOD_PARAMETER_IN,,self,18,,BY_SHARING,0,false,13,self,0,,ANY
115964116993,METHOD_PARAMETER_IN,,uri,24,,BY_SHARING,1,false,13,uri,1,,ANY
115964116994,METHOD_PARAMETER_IN,,user,29,,BY_SHARING,2,false,13,user,2,,ANY
115964116995,METHOD_PARAMETER_IN,,pwd,35,,BY_SHARING,3,false,13,pwd,3,,ANY
115964116996,METHOD_PARAMETER_IN,,self,17,,BY_SHARING,0,false,19,self,0,,ANY
115964116997,METHOD_PARAMETER_IN,,self,15,,BY_SHARING,0,false,23,self,0,,ANY
115964116998,METHOD_PARAMETER_IN,,self,15,,BY_SHARING,0,false,27,self,0,,ANY
115964116999,METHOD_PARAMETER_IN,,query,21,,BY_SHARING,1,false,27,query,1,,ANY
115964117000,METHOD_PARAMETER_IN,,parameters,28,,BY_SHARING,2,false,27,parameters,2,,ANY
115964117001,METHOD_PARAMETER_IN,,db,45,,BY_SHARING,3,false,27,db,3,,ANY
115964117002,METHOD_PARAMETER_IN,,uri,24,,BY_SHARING,1,false,13,uri,1,,ANY
115964117003,METHOD_PARAMETER_IN,,user,29,,BY_SHARING,2,false,13,user,2,,ANY
115964117004,METHOD_PARAMETER_IN,,pwd,35,,BY_SHARING,3,false,13,pwd,3,,ANY
115964117005,METHOD_PARAMETER_IN,,cls,18,,BY_SHARING,0,false,13,cls,0,,ANY
115964117006,METHOD_PARAMETER_IN,,uri,24,,BY_SHARING,1,false,13,uri,1,,ANY
115964117007,METHOD_PARAMETER_IN,,user,29,,BY_SHARING,2,false,13,user,2,,ANY
115964117008,METHOD_PARAMETER_IN,,pwd,35,,BY_SHARING,3,false,13,pwd,3,,ANY
115964117009,METHOD_PARAMETER_IN,,cls,5,,BY_SHARING,0,false,13,cls,0,,ANY
115964117010,METHOD_PARAMETER_IN,,self,18,,BY_SHARING,1,false,13,self,1,,ANY
115964117011,METHOD_PARAMETER_IN,,uri,24,,BY_SHARING,2,false,13,uri,2,,ANY
115964117012,METHOD_PARAMETER_IN,,user,29,,BY_SHARING,3,false,13,user,3,,ANY
115964117013,METHOD_PARAMETER_IN,,pwd,35,,BY_SHARING,4,false,13,pwd,4,,ANY
115964117014,METHOD_PARAMETER_IN,,cls,5,,BY_SHARING,0,false,19,cls,0,,ANY
115964117015,METHOD_PARAMETER_IN,,self,17,,BY_SHARING,1,false,19,self,1,,ANY
115964117016,METHOD_PARAMETER_IN,,cls,5,,BY_SHARING,0,false,23,cls,0,,ANY
115964117017,METHOD_PARAMETER_IN,,self,15,,BY_SHARING,1,false,23,self,1,,ANY
115964117018,METHOD_PARAMETER_IN,,cls,5,,BY_SHARING,0,false,27,cls,0,,ANY
115964117019,METHOD_PARAMETER_IN,,self,15,,BY_SHARING,1,false,27,self,1,,ANY
115964117020,METHOD_PARAMETER_IN,,query,21,,BY_SHARING,2,false,27,query,2,,ANY
115964117021,METHOD_PARAMETER_IN,,parameters,28,,BY_SHARING,3,false,27,parameters,3,,ANY
115964117022,METHOD_PARAMETER_IN,,db,45,,BY_SHARING,4,false,27,db,4,,ANY
115964117023,METHOD_PARAMETER_IN,,connection,25,,BY_SHARING,1,false,132,connection,1,,ANY
115964117024,METHOD_PARAMETER_IN,,college_name,37,,BY_SHARING,2,false,132,college_name,2,,ANY
115964117025,METHOD_PARAMETER_IN,,p1,,,BY_VALUE,1,false,,p1,1,,ANY
115964117026,METHOD_PARAMETER_IN,,p2,,,BY_VALUE,2,false,,p2,2,,ANY
115964117027,METHOD_PARAMETER_IN,,p1,,,BY_VALUE,1,false,,p1,1,,ANY
115964117028,METHOD_PARAMETER_IN,,p2,,,BY_VALUE,2,false,,p2,2,,ANY
115964117029,METHOD_PARAMETER_IN,,p1,,,BY_VALUE,1,false,,p1,1,,ANY
115964117030,METHOD_PARAMETER_IN,,p2,,,BY_VALUE,2,false,,p2,2,,ANY
115964117031,METHOD_PARAMETER_IN,,p1,,,BY_VALUE,1,false,,p1,1,,ANY
115964117032,METHOD_PARAMETER_IN,,p2,,,BY_VALUE,2,false,,p2,2,,ANY
115964117033,METHOD_PARAMETER_IN,,p1,,,BY_VALUE,1,false,,p1,1,,ANY
115964117034,METHOD_PARAMETER_IN,,p2,,,BY_VALUE,2,false,,p2,2,,ANY
115964117035,METHOD_PARAMETER_IN,,p1,,,BY_VALUE,1,false,,p1,1,,ANY
115964117036,METHOD_PARAMETER_IN,,p2,,,BY_VALUE,2,false,,p2,2,,ANY
115964117037,METHOD_PARAMETER_IN,,p3,,,BY_VALUE,3,false,,p3,3,,ANY
115964117038,METHOD_PARAMETER_IN,,p1,,,BY_VALUE,1,false,,p1,1,,ANY
115964117039,METHOD_PARAMETER_IN,,p2,,,BY_VALUE,2,false,,p2,2,,ANY
115964117040,METHOD_PARAMETER_IN,,p1,,,BY_VALUE,1,false,,p1,1,,ANY
115964117041,METHOD_PARAMETER_IN,,p1,,,BY_VALUE,1,false,,p1,1,,ANY
115964117042,METHOD_PARAMETER_IN,,p2,,,BY_VALUE,2,false,,p2,2,,ANY
115964117043,METHOD_PARAMETER_IN,,p1,,,BY_VALUE,1,false,,p1,1,,ANY
115964117044,METHOD_PARAMETER_IN,,p1,,,BY_VALUE,1,false,,p1,1,,ANY
115964117045,METHOD_PARAMETER_IN,,p2,,,BY_VALUE,2,false,,p2,2,,ANY
115964117046,METHOD_PARAMETER_IN,,p0,,,BY_VALUE,1,false,,p0,0,,ANY
115964117047,METHOD_PARAMETER_IN,,p1,,,BY_VALUE,2,false,,p1,1,,ANY
115964117048,METHOD_PARAMETER_IN,,p0,,,BY_VALUE,1,false,,p0,0,,ANY
115964117049,METHOD_PARAMETER_IN,,p1,,,BY_VALUE,2,false,,p1,1,,ANY
115964117050,METHOD_PARAMETER_IN,,p2,,,BY_VALUE,3,false,,p2,2,,ANY
115964117051,METHOD_PARAMETER_IN,,p3,,,BY_VALUE,4,false,,p3,3,,ANY
115964117052,METHOD_PARAMETER_IN,,p0,,,BY_VALUE,1,false,,p0,0,,ANY
115964117053,METHOD_PARAMETER_IN,,p1,,,BY_VALUE,2,false,,p1,1,,ANY
115964117054,METHOD_PARAMETER_IN,,p0,,,BY_VALUE,1,false,,p0,0,,ANY
115964117055,METHOD_PARAMETER_IN,,p1,,,BY_VALUE,2,false,,p1,1,,ANY
115964117056,METHOD_PARAMETER_IN,,p2,,,BY_VALUE,3,false,,p2,2,,ANY
115964117057,METHOD_PARAMETER_IN,,p0,,,BY_VALUE,1,false,,p0,0,,ANY
115964117058,METHOD_PARAMETER_IN,,p1,,,BY_VALUE,2,false,,p1,1,,ANY
115964117059,METHOD_PARAMETER_IN,,p2,,,BY_VALUE,3,false,,p2,2,,ANY
115964117060,METHOD_PARAMETER_IN,,p3,,,BY_VALUE,4,false,,p3,3,,ANY
115964117061,METHOD_PARAMETER_IN,,p4,,,BY_VALUE,5,false,,p4,4,,ANY
115964117062,METHOD_PARAMETER_IN,,p0,,,BY_VALUE,1,false,,p0,0,,ANY
115964117063,METHOD_PARAMETER_IN,,p1,,,BY_VALUE,2,false,,p1,1,,ANY
115964117064,METHOD_PARAMETER_IN,,p0,,,BY_VALUE,1,false,,p0,0,,ANY
115964117065,METHOD_PARAMETER_IN,,p1,,,BY_VALUE,2,false,,p1,1,,ANY
115964117066,METHOD_PARAMETER_IN,,p0,,,BY_VALUE,1,false,,p0,0,,ANY
115964117067,METHOD_PARAMETER_IN,,p1,,,BY_VALUE,2,false,,p1,1,,ANY
115964117068,METHOD_PARAMETER_IN,,p0,,,BY_VALUE,1,false,,p0,0,,ANY
115964117069,METHOD_PARAMETER_IN,,p1,,,BY_VALUE,2,false,,p1,1,,ANY
115964117070,METHOD_PARAMETER_IN,,p2,,,BY_VALUE,3,false,,p2,2,,ANY
115964117071,METHOD_PARAMETER_IN,,p0,,,BY_VALUE,1,false,,p0,0,,ANY
115964117072,METHOD_PARAMETER_IN,,p1,,,BY_VALUE,2,false,,p1,1,,ANY
115964117073,METHOD_PARAMETER_IN,,p2,,,BY_VALUE,3,false,,p2,2,,ANY
115964117074,METHOD_PARAMETER_IN,,p3,,,BY_VALUE,4,false,,p3,3,,ANY
115964117075,METHOD_PARAMETER_IN,,p4,,,BY_VALUE,5,false,,p4,4,,ANY
115964117076,METHOD_PARAMETER_IN,,p0,,,BY_VALUE,1,false,,p0,0,,ANY
115964117077,METHOD_PARAMETER_IN,,p1,,,BY_VALUE,2,false,,p1,1,,ANY
115964117078,METHOD_PARAMETER_IN,,p0,,,BY_VALUE,1,false,,p0,0,,ANY
115964117079,METHOD_PARAMETER_IN,,p1,,,BY_VALUE,2,false,,p1,1,,ANY
115964117080,METHOD_PARAMETER_IN,,p2,,,BY_VALUE,3,false,,p2,2,,ANY
115964117081,METHOD_PARAMETER_IN,,p3,,,BY_VALUE,4,false,,p3,3,,ANY
115964117082,METHOD_PARAMETER_IN,,p0,,,BY_VALUE,1,false,,p0,0,,ANY
115964117083,METHOD_PARAMETER_IN,,p1,,,BY_VALUE,2,false,,p1,1,,ANY
115964117084,METHOD_PARAMETER_IN,,p0,,,BY_VALUE,1,false,,p0,0,,ANY
115964117085,METHOD_PARAMETER_IN,,p1,,,BY_VALUE,2,false,,p1,1,,ANY
115964117086,METHOD_PARAMETER_IN,,p0,,,BY_VALUE,1,false,,p0,0,,ANY
115964117087,METHOD_PARAMETER_IN,,p1,,,BY_VALUE,2,false,,p1,1,,ANY
115964117088,METHOD_PARAMETER_IN,,p0,,,BY_VALUE,1,false,,p0,0,,ANY
115964117089,METHOD_PARAMETER_IN,,p1,,,BY_VALUE,2,false,,p1,1,,ANY
115964117090,METHOD_PARAMETER_IN,,p2,,,BY_VALUE,3,false,,p2,2,,ANY
115964117091,METHOD_PARAMETER_IN,,p0,,,BY_VALUE,1,false,,p0,0,,ANY
115964117092,METHOD_PARAMETER_IN,,p1,,,BY_VALUE,2,false,,p1,1,,ANY
115964117093,METHOD_PARAMETER_IN,,p0,,,BY_VALUE,1,false,,p0,0,,ANY
115964117094,METHOD_PARAMETER_IN,,p1,,,BY_VALUE,2,false,,p1,1,,ANY
115964117095,METHOD_PARAMETER_IN,,p0,,,BY_VALUE,1,false,,p0,0,,ANY
115964117096,METHOD_PARAMETER_IN,,p1,,,BY_VALUE,2,false,,p1,1,,ANY
115964117097,METHOD_PARAMETER_IN,,p2,,,BY_VALUE,3,false,,p2,2,,ANY
115964117098,METHOD_PARAMETER_IN,,p0,,,BY_VALUE,1,false,,p0,0,,ANY
115964117099,METHOD_PARAMETER_IN,,p1,,,BY_VALUE,2,false,,p1,1,,ANY
115964117100,METHOD_PARAMETER_IN,,p2,,,BY_VALUE,3,false,,p2,2,,ANY
115964117101,METHOD_PARAMETER_IN,,p0,,,BY_VALUE,1,false,,p0,0,,ANY
115964117102,METHOD_PARAMETER_IN,,p1,,,BY_VALUE,2,false,,p1,1,,ANY
115964117103,METHOD_PARAMETER_IN,,p2,,,BY_VALUE,3,false,,p2,2,,ANY
115964117104,METHOD_PARAMETER_IN,,p0,,,BY_VALUE,1,false,,p0,0,,ANY
115964117105,METHOD_PARAMETER_IN,,p1,,,BY_VALUE,2,false,,p1,1,,ANY
115964117106,METHOD_PARAMETER_IN,,p2,,,BY_VALUE,3,false,,p2,2,,ANY
115964117107,METHOD_PARAMETER_IN,,p0,,,BY_VALUE,1,false,,p0,0,,ANY
115964117108,METHOD_PARAMETER_IN,,p1,,,BY_VALUE,2,false,,p1,1,,ANY
115964117109,METHOD_PARAMETER_IN,,p2,,,BY_VALUE,3,false,,p2,2,,ANY
115964117110,METHOD_PARAMETER_IN,,p3,,,BY_VALUE,4,false,,p3,3,,ANY
115964117111,METHOD_PARAMETER_IN,,p4,,,BY_VALUE,5,false,,p4,4,,ANY
